datetime,open,high,low,close,turnover,volume,openInterest
2016-10-10 09:00:59.500,2245.0,2269.0,2243.0,2261.0,2702521400.0,119792,-6662
2016-10-10 09:01:59.500,2261.0,2267.0,2260.0,2266.0,1217767440.0,53798,9128

