date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-06,3.98,3.98,3.97,3.93,39291.79,-0.01,-0.25,3.996,4.004,4.17,40909.08,43737.01,52723.9,0.3
2017-12-05,4.01,4.05,3.98,3.97,57888.75,-0.02,-0.5,4.008,4.019,4.198,42880.16,43679.02,53996.45,0.45
2017-12-04,4.03,4.04,4.0,3.99,38691.89,-0.04,-0.99,4.014,4.033,4.226,38937.8,42540.43,53557.26,0.3
2017-12-01,4.0,4.05,4.04,4.0,34262.97,0.05,1.25,4.008,4.046,4.251,41702.28,45904.02,54742.02,0.26
2017-11-30,4.03,4.03,3.99,3.99,34410.0,-0.04,-0.99,4.004,4.056,4.276,43283.94,56533.92,57667.07,0.27
2017-11-29,4.0,4.03,4.03,3.99,49147.21,0.02,0.5,4.012,4.097,4.307,46564.94,58195.97,58860.38,0.38
2017-11-28,3.96,4.01,4.01,3.96,38176.95,0.04,1.01,4.03,4.134,4.34,44477.88,60653.18,58084.47,0.29
2017-11-27,4.03,4.03,3.97,3.93,52514.28,-0.05,-1.24,4.052,4.179,4.374,46143.05,63093.23,58365.9,0.41
2017-11-24,4.04,4.05,4.02,4.01,42171.25,-0.01,-0.25,4.084,4.232,4.409,50105.76,62372.2,60242.94,0.33
2017-11-23,4.1,4.11,4.03,4.03,50815.0,-0.09,-2.18,4.108,4.282,4.447,69783.91,62455.56,60705.88,0.39
2017-11-22,4.12,4.14,4.12,4.1,38711.92,0.0,0.0,4.182,4.335,4.488,69827.01,61710.79,60053.91,0.3
2017-11-21,4.12,4.16,4.12,4.09,46502.78,-0.01,-0.24,4.238,4.377,4.523,76828.48,64313.88,59536.59,0.36
2017-11-20,4.11,4.14,4.13,4.03,72327.85,-0.01,-0.24,4.306,4.418,4.559,80043.4,64574.09,59101.13,0.56
2017-11-17,4.41,4.41,4.14,4.07,140562.0,-0.26,-5.91,4.38,4.456,4.595,74638.63,63580.01,57942.21,1.09
2017-11-16,4.4,4.42,4.4,4.39,51030.5,0.0,0.0,4.456,4.496,4.629,55127.21,58800.22,52778.88,0.39
2017-11-15,4.46,4.46,4.4,4.4,73719.26,-0.06,-1.34,4.488,4.517,4.647,53594.56,59524.79,56438.32,0.57
2017-11-14,4.5,4.5,4.46,4.44,62577.41,-0.04,-0.89,4.516,4.545,4.672,51799.28,55515.76,57823.39,0.48
2017-11-13,4.51,4.53,4.5,4.49,45304.0,-0.02,-0.44,4.53,4.568,4.697,49104.78,53638.58,56632.27,0.35
2017-11-10,4.56,4.56,4.52,4.51,43004.9,-0.04,-0.88,4.532,4.585,4.72,52521.39,58113.68,58787.53,0.33
2017-11-09,4.54,4.57,4.56,4.53,43367.25,0.02,0.44,4.536,4.612,4.747,62473.23,58956.19,63618.22,0.33
2017-11-08,4.51,4.57,4.54,4.5,64742.85,0.01,0.22,4.546,4.64,4.774,65455.01,58397.02,72288.1,0.5
2017-11-07,4.51,4.55,4.53,4.49,49104.9,0.02,0.44,4.574,4.669,4.798,59232.24,54759.3,73635.53,0.38
2017-11-06,4.54,4.55,4.51,4.46,62387.04,-0.03,-0.66,4.606,4.699,4.821,58172.38,53628.16,73895.78,0.48
2017-11-03,4.63,4.65,4.54,4.48,92764.1,-0.07,-1.52,4.638,4.733,4.844,63705.97,52304.4,73216.7,0.72
2017-11-02,4.66,4.68,4.61,4.6,58276.15,-0.07,-1.5,4.688,4.761,4.864,55439.15,46757.54,70424.07,0.45
2017-11-01,4.68,4.71,4.68,4.68,33629.0,-0.01,-0.21,4.734,4.777,4.88,51339.04,53351.86,69704.11,0.26
